1540787732.097737,0
1540787732.109833,0
1540787732.124277,0
1540787732.138712,0
1540787732.151087,0
1540787732.164180,0
1540787732.178489,0
1540787732.191569,0
1540787732.205481,0
1540787732.218964,0
1540787732.231613,0
1540787732.245321,0
1540787732.258568,0
1540787732.271948,0
1540787732.285661,0
1540787732.299513,0
1540787732.312941,0
1540787732.326368,0
1540787732.340677,0
1540787732.354495,0
1540787732.368277,0
1540787732.380845,0
1540787732.393270,0
1540787732.406769,0
1540787732.419831,0
1540787732.432964,0
1540787732.446096,0
1540787732.459455,0
1540787732.473094,0
1540787732.486252,0
1540787732.499349,0
1540787732.512871,0
1540787732.526047,0
1540787732.538874,0
1540787732.552326,0
1540787732.566161,0
1540787732.582328,0
1540787732.595558,0
1540787732.608535,0
1540787732.622794,0
1540787732.635317,0
1540787732.648806,0
1540787732.662870,0
1540787732.676390,0
1540787732.690423,0
1540787732.703766,0
1540787732.716522,0
1540787732.731480,0
1540787732.744942,0
1540787732.758831,0
1540787732.771664,0
1540787732.786087,0
1540787732.799517,0
1540787732.812210,0
1540787732.826408,0
1540787732.839457,0
1540787732.851903,0
1540787732.865826,0
1540787732.879012,0
1540787732.891899,0
1540787732.905986,0
1540787732.919322,0
1540787732.932079,0
1540787732.945551,0
1540787732.959233,0
1540787732.971797,0
1540787732.984660,0
1540787732.997331,0
1540787733.012076,0
1540787733.026726,0
1540787733.040856,0
1540787733.053829,0
1540787733.066458,0
1540787733.080196,0
1540787733.092881,0
1540787733.106793,0
1540787733.122996,0
1540787733.136856,0
1540787733.149575,0
1540787733.188345,0
1540787733.208776,0
1540787733.221083,0
1540787733.241273,0
1540787733.257601,0
1540787733.272218,0
1540787733.284833,0
1540787733.298642,0
1540787733.311833,0
1540787733.324728,0
1540787733.338163,0
1540787733.353475,0
1540787733.367178,0
1540787733.381147,0
1540787733.395615,0
1540787733.408749,0
1540787733.422677,0
1540787733.435327,0
1540787733.448203,0
1540787733.462502,0
1540787733.476393,0
1540787733.489948,0
1540787733.503041,0
1540787733.515693,0
1540787733.529199,0
1540787733.543401,0
1540787733.557884,0
1540787733.571334,0
1540787733.583845,0
1540787733.596609,0
1540787733.611096,0
1540787733.624626,0
1540787733.638954,0
1540787733.652706,0
1540787733.665513,0
1540787733.678215,0
1540787733.692089,0
1540787733.704928,0
1540787733.719142,0
1540787733.732722,0
1540787733.745469,0
1540787733.759543,0
1540787733.773156,0
1540787733.786057,0
1540787733.799543,0
1540787733.815073,0
1540787733.832071,0
1540787733.845689,0
1540787733.860211,0
1540787733.877512,0
1540787733.894564,0
1540787733.907710,0
1540787733.920281,0
1540787733.932884,0
1540787733.945700,0
1540787733.959606,0
1540787733.972727,0
1540787733.986216,0
1540787733.999327,0
1540787734.012407,0
1540787734.025030,0
1540787734.038708,0
1540787734.052318,0
1540787734.064946,0
1540787734.078273,0
1540787734.092153,0
1540787734.104844,0
1540787734.117723,0
1540787734.131849,0
1540787734.144271,0
1540787734.156854,0
1540787734.170973,0
1540787734.183798,0
1540787734.196748,0
1540787734.209926,0
1540787734.228894,0
1540787734.242230,0
1540787734.254776,0
1540787734.270692,0
1540787734.287744,0
1540787734.303411,0
1540787734.317548,0
1540787734.331597,0
1540787734.346870,0
1540787734.359862,0
1540787734.374144,0
1540787734.387085,0
1540787734.400163,0
1540787734.414642,0
1540787734.431177,0
1540787734.445242,0
1540787734.458264,0
1540787734.471907,0
1540787734.486174,0
1540787734.500072,0
1540787734.513547,0
1540787734.528390,0
1540787734.543784,0
1540787734.556821,0
1540787734.570971,0
1540787734.584523,0
1540787734.597756,0
1540787734.612340,0
1540787734.625614,0
1540787734.639613,0
1540787734.653616,0
1540787734.669614,0
1540787734.683918,0
1540787734.696261,0
1540787734.712799,0
1540787734.725031,0
1540787734.737165,0
1540787734.749222,0
1540787734.762476,0
1540787734.774629,0
1540787734.788806,0
1540787734.801278,0
1540787734.814139,0
1540787734.827874,0
1540787734.841433,0
1540787734.854433,0
1540787734.867949,0
1540787734.880335,0
1540787734.894398,0
1540787734.908448,0
1540787734.922281,0
1540787734.938318,0
1540787734.951015,0
1540787734.964711,0
1540787734.977092,0
1540787734.989067,0
1540787735.002899,0
1540787735.015750,0
1540787735.028843,0
1540787735.042160,0
1540787735.055100,0
1540787735.067262,0
1540787735.080266,0
1540787735.095371,0
1540787735.111731,0
1540787735.128123,0
1540787735.141395,0
1540787735.153862,0
1540787735.166616,0
1540787735.182336,0
1540787735.196544,0
1540787735.209233,0
1540787735.222463,0
1540787735.235234,0
1540787735.253959,0
1540787735.267512,0
1540787735.280563,0
1540787735.302997,1
1540787735.318123,0
1540787735.339555,7
1540787735.353921,11
1540787735.366702,14
1540787735.380452,14
1540787735.395131,16
1540787735.407970,19
1540787735.420782,20
1540787735.433925,20
1540787735.446901,20
1540787735.459482,19
1540787735.473716,20
1540787735.487478,20
1540787735.500094,19
1540787735.512657,20
1540787735.526118,20
1540787735.538414,20
1540787735.551155,20
1540787735.563271,20
1540787735.576557,20
1540787735.590621,20
1540787735.603295,19
